customer_id,days_since_last_purchase,total_orders,total_payment,cluster
205,177,2,6461.789999999999,1
206,399,1,5403.04,4
207,154,2,2227.16,1
208,376,1,2784.05,4
209,125,1,960.34,3
210,193,1,6241.0,3
211,113,2,6842.08,1
212,276,1,3038.64,0
213,204,1,6676.24,0
214,116,1,6565.38,3
215,266,1,7415.1,0
216,191,1,622.5,3
217,234,2,4090.3999999999996,2
218,231,1,2271.45,0
219,310,1,524.82,0
220,398,1,1134.64,4
221,246,2,5246.91,2
222,299,2,4187.04,2
223,407,1,878.7,4
224,226,1,3183.7,0
225,421,1,3526.36,4
226,145,2,6163.88,1
227,355,1,2837.87,4
228,287,2,4808.4,2
229,352,2,6900.93,2
230,282,2,12754.15,2
231,186,2,6154.79,1
232,80,2,9014.36,1
233,190,2,9395.47,1
234,359,1,2390.3,4
235,173,2,1165.68,1
236,337,1,5902.74,4
237,139,1,820.26,3
238,110,2,9155.7,1
239,412,1,317.72,4
240,204,2,11076.019999999999,1
241,247,2,3107.39,2
242,151,1,516.4,3
243,217,1,1112.7,0
244,294,1,746.24,0
245,134,2,9556.36,1
246,146,2,2701.2,1
247,185,1,2098.89,3
248,132,1,733.84,3
249,92,1,663.74,3
250,103,2,2074.48,1
251,149,1,1057.05,3
252,358,1,3181.3,4
253,78,1,4421.46,3
254,405,1,3767.5,4
255,139,2,3344.4399999999996,1
256,362,1,5133.84,4
257,112,1,5923.57,3
258,233,1,1592.24,0
259,155,2,6508.21,1
260,358,2,10321.21,2
261,386,2,7913.02,2
262,192,1,1119.95,3
263,110,2,3666.9300000000003,1
264,164,1,4150.8,3
265,291,2,2011.4299999999998,2
266,224,1,6356.84,0
267,118,2,1767.94,1
268,174,2,9921.89,1
269,207,1,7345.12,0
270,83,2,623.73,1
271,157,1,2664.0,3
272,100,2,5067.56,1
273,187,1,6973.54,3
274,229,1,2994.67,0
275,165,2,7267.59,1
276,93,2,3425.86,1
277,393,1,3834.04,4
278,366,1,204.23,4
279,164,1,2801.44,3
280,285,1,6347.16,0
281,252,1,3203.44,0
282,91,2,6292.88,1
283,135,1,2252.24,3
284,128,1,2334.24,3
285,343,1,1318.84,4
286,181,1,1446.99,3
287,314,2,9287.37,2
288,153,2,1629.46,1
289,248,1,5093.94,0
290,129,2,1947.6299999999999,1
291,280,2,8866.27,2
292,335,2,8465.43,2
293,202,1,1340.4,0
294,96,2,4345.6,1
295,141,2,5318.83,1
296,165,2,6022.9,1
297,117,1,4494.78,3
298,151,1,3553.24,3
299,199,2,8911.67,1
300,80,1,914.24,3
301,242,2,11412.240000000002,2
302,243,2,3897.56,2
303,169,2,4669.81,1
304,226,1,6481.97,0
305,103,1,617.49,3
306,162,1,6576.1,3
307,306,1,5064.88,0
308,417,1,493.38,4
309,385,1,344.9,4
310,81,2,3382.0899999999997,1
311,404,1,135.94,4
312,79,2,2490.9300000000003,1
313,95,2,1691.1399999999999,1
314,142,2,3664.72,1
315,215,2,6958.280000000001,1
316,251,2,2743.8799999999997,2
317,77,2,7329.01,1
318,139,2,5799.21,1
319,124,2,3694.59,1
320,418,1,5506.88,4
321,169,2,2148.67,1
322,332,1,1817.46,4
323,364,1,957.5,4
324,124,2,2354.06,1
325,318,2,2818.57,2
326,125,2,9208.35,1
327,133,1,1475.2,3
328,100,2,7106.52,1
329,173,2,5794.27,1
330,137,2,2670.0699999999997,1
331,289,1,4236.82,0
332,167,1,1786.66,3
333,146,1,1531.26,3
334,168,2,3430.4300000000003,1
335,130,2,8681.94,1
336,141,2,8638.32,1
337,292,1,547.17,0
338,119,2,11080.199999999999,1
339,312,1,1220.91,0
340,182,1,4529.25,3
341,88,2,5277.79,1
342,215,1,813.61,0
343,285,2,11325.93,2
344,181,2,14991.09,1
345,262,1,5760.78,0
346,307,2,7370.08,2
347,241,2,6197.81,2
348,290,2,5996.62,2
349,138,1,2831.92,3
350,267,1,2614.83,0
351,202,1,810.44,0
352,88,1,766.58,3
353,385,2,2039.1,2
354,217,2,8902.24,2
355,111,1,230.05,3
356,182,2,4471.5199999999995,1
357,428,1,1948.95,4
358,95,2,7845.82,1
359,272,2,5733.320000000001,2
360,119,2,3794.46,1
361,435,1,1638.72,4
362,310,2,6413.1,2
363,102,2,1982.3000000000002,1
364,373,1,196.14,4
365,183,1,2589.25,3
366,170,1,2528.76,3
367,153,1,741.99,3
368,103,2,1565.8799999999999,1
369,170,2,1199.48,1
370,171,2,11952.32,1
371,151,1,1314.68,3
372,108,2,6714.65,1
373,236,1,4460.33,0
374,199,2,2625.5099999999998,1
375,384,1,5031.9,4
376,386,1,117.62,4
377,361,1,2042.88,4
378,207,2,3543.96,1
379,286,2,11031.68,2
380,194,2,4981.58,1
381,209,2,8870.56,1
382,107,2,2197.54,1
383,232,1,1952.13,0
384,252,1,511.82,0
385,93,1,861.33,3
386,259,2,3502.62,2
387,93,2,2107.04,1
388,413,1,4596.87,4
389,154,2,3465.92,1
390,101,2,1320.42,1
391,162,1,2004.48,3
392,113,1,5079.62,3
393,284,1,905.91,0
394,116,1,1631.66,3
395,78,2,727.1099999999999,1
396,199,2,7355.22,1
397,187,1,828.74,3
398,80,2,2285.5299999999997,1
399,121,1,2662.2,3
400,117,2,2252.25,1
401,190,2,8299.22,1
402,302,1,411.69,0
403,358,2,1465.09,2
404,248,2,2863.01,2
405,228,1,692.16,0
406,157,1,795.36,3
407,330,1,501.15,4
408,105,2,11718.970000000001,1
409,242,1,6823.5,0
410,322,1,2135.91,0
411,147,1,2382.56,3
412,168,2,2466.44,1
413,184,2,1365.05,1
414,283,1,1095.03,0
415,394,1,746.54,4
416,174,2,7877.88,1
417,105,2,3388.2200000000003,1
418,383,1,1907.1,4
419,199,1,580.1,3
420,101,2,2499.65,1
421,380,2,7304.360000000001,2
422,125,2,4760.38,1
423,207,2,471.83,1
424,250,1,1169.12,0
425,394,1,249.45,4
426,81,1,868.0,3
427,286,2,6929.58,2
428,113,2,6720.34,1
429,188,1,4056.72,3
430,99,2,3309.08,1
431,325,2,5862.98,2
432,242,2,3791.42,2
433,263,1,2509.4,0
434,150,1,809.48,3
435,273,2,15358.119999999999,2
436,154,1,2699.12,3
437,182,1,2799.5,3
438,337,2,3731.98,2
439,84,2,6223.43,1
440,376,1,587.68,4
441,160,2,400.3,1
442,363,1,5191.76,4
443,153,1,4322.6,3
444,311,2,1537.37,2
445,282,1,4299.39,0
446,342,1,1072.96,4
447,363,1,3279.36,4
448,344,1,6577.29,4
449,333,2,8007.98,2
450,276,2,7993.76,2
451,148,2,4778.91,1
452,258,2,9256.04,2
453,121,1,346.15,3
454,97,1,1110.64,3
455,155,2,5882.23,1
456,87,1,611.28,3
457,97,2,8714.86,1
458,147,2,3587.45,1
459,139,1,2742.2,3
460,97,2,1238.24,1
461,267,1,4476.0,0
462,232,1,3293.82,0
463,440,1,1546.88,4
464,418,1,2358.9,4
465,115,1,7115.92,3
466,299,1,7448.8,0
467,251,1,3609.36,0
468,304,2,9988.26,2
469,372,1,5528.52,4
470,180,1,1581.09,3
471,337,2,9742.37,2
472,158,2,2124.76,1
473,310,1,1791.9,0
474,202,2,7660.48,1
475,145,2,4297.39,1
476,118,1,4905.0,3
477,128,1,2945.79,3
478,130,2,2100.8900000000003,1
479,138,2,5954.9800000000005,1
480,407,2,3946.79,2
481,230,2,2317.24,2
482,383,1,1023.93,4
483,252,2,7513.31,2
484,250,1,6263.1,0
485,207,2,672.75,1
486,396,1,1848.69,4
487,102,1,9067.6,3
488,239,2,6414.81,2
489,208,2,6752.26,1
490,337,2,3413.2,2
491,211,2,3096.94,1
492,159,2,3586.54,1
493,130,2,7306.67,1
494,253,2,4783.66,2
495,324,1,2292.4,4
496,355,1,1237.05,4
497,166,2,3454.6000000000004,1
498,390,2,4765.52,2
499,102,2,3906.11,1
500,92,1,1422.9,3
501,246,2,4390.09,2
502,202,2,4053.21,1
503,165,2,11951.31,1
504,350,1,6582.96,4
505,260,1,4544.48,0
506,303,1,914.62,0
507,95,1,1551.51,3
508,377,1,661.26,4
509,261,1,3272.55,0
510,184,1,2534.35,3
511,273,1,2060.57,0
512,121,1,264.72,3
513,121,1,830.83,3
514,112,2,8048.33,1
515,230,1,4565.22,0
516,173,2,4689.950000000001,1
517,317,2,6224.95,2
518,372,1,1051.7,4
519,238,1,6090.12,0
520,350,1,6213.02,4
521,307,2,4042.94,2
522,112,1,2930.5,3
523,126,1,799.55,3
524,236,1,3785.92,0
525,248,1,5641.8,0
526,304,1,531.33,0
527,78,1,4677.48,3
528,133,2,7668.68,1
529,214,1,519.85,0
530,91,2,2479.7799999999997,1
531,117,1,331.2,3
532,414,1,662.73,4
533,265,2,8991.43,2
534,90,2,7237.33,1
535,151,2,7656.450000000001,1
536,254,2,5257.6900000000005,2
537,373,1,6315.84,4
538,94,2,1521.7,1
539,336,1,9966.1,4
540,364,1,6494.9,4
541,422,2,2752.02,2
542,170,2,1987.44,1
543,105,2,9472.76,1
544,173,1,854.47,3
545,119,1,194.49,3
546,278,1,136.46,0
547,402,1,1403.79,4
548,326,2,11353.94,2
549,294,2,2669.73,2
550,370,1,2768.64,4
551,276,2,1095.1,2
552,193,2,7031.16,1
553,219,2,3957.11,2
554,219,1,5442.66,0
555,100,2,8498.5,1
556,144,2,836.5999999999999,1
557,178,1,832.71,3
558,94,1,1244.33,3
559,112,2,7905.78,1
560,356,1,2044.71,4
561,213,2,2873.16,1
562,281,2,920.43,2
563,96,2,9807.24,1
564,365,1,410.64,4
565,400,1,1290.0,4
566,155,2,1063.29,1
567,334,1,402.6,4
568,394,1,2873.85,4
569,168,2,2058.83,1
570,180,2,2520.25,1
571,407,1,1917.87,4
572,136,1,6611.44,3
573,225,2,10832.18,2
574,313,1,2847.04,0
575,170,1,7834.4,3
576,232,1,3950.35,0
577,115,2,4883.41,1
578,264,2,5242.879999999999,2
579,242,1,95.74,0
580,397,1,3910.5,4
581,134,2,4977.610000000001,1
582,104,1,2708.79,3
583,129,2,6615.89,1
584,78,1,1496.16,3
585,87,2,6736.44,1
586,87,2,3191.13,1
587,193,2,11421.5,1
588,135,2,9180.54,1
589,317,1,4325.64,0
590,416,1,1723.1,4
591,198,2,1396.68,1
592,187,2,4558.6,1
593,287,2,5599.8099999999995,2
594,272,2,2805.6800000000003,2
595,150,1,930.7,3
596,83,1,1494.47,3
597,234,2,763.29,2
598,248,2,7555.01,2
599,243,2,8388.43,2
600,191,2,7424.51,1
601,98,2,8543.15,1
602,127,1,3431.56,3
603,195,2,2727.23,1
604,137,1,1126.66,3
605,302,1,6577.7,0
606,397,1,5466.87,4
607,268,1,6132.64,0
608,188,2,10840.529999999999,1
609,123,2,9039.66,1
610,229,1,1491.77,0
611,188,1,4164.3,3
612,322,1,467.79,0
613,225,2,5163.82,2
614,189,1,671.4,3
615,100,2,11400.720000000001,1
616,327,2,3567.8999999999996,2
617,325,1,2612.28,4
618,327,2,7834.71,2
619,205,1,3209.32,0
620,151,2,11560.1,1
621,338,2,10320.61,2
622,208,1,5569.38,0
623,361,1,458.23,4
624,195,2,5635.879999999999,1
625,159,2,2123.89,1
626,158,2,5597.64,1
627,288,1,2081.16,0
628,168,2,7058.179999999999,1
629,261,2,4929.200000000001,2
630,369,1,3778.46,4
631,362,2,7644.85,2
632,345,1,1124.01,4
633,310,1,2035.92,0
634,407,1,206.29,4
635,422,1,4716.96,4
636,91,2,13397.279999999999,1
637,94,2,4103.200000000001,1
638,129,2,6298.32,1
639,357,2,3753.01,2
640,187,2,9745.36,1
641,216,2,4959.969999999999,1
642,392,1,907.95,4
643,246,2,2779.75,2
644,205,2,2031.97,1
645,368,1,4824.72,4
646,234,1,2326.76,0
647,79,2,12252.279999999999,1
648,80,2,2136.31,1
649,355,2,13551.7,2
650,273,1,5794.02,0
651,85,2,5576.64,1
652,106,2,4407.62,1
653,164,2,1630.4,1
654,115,2,10359.0,1
655,266,1,3914.84,0
656,172,1,230.13,3
657,108,2,4925.05,1
658,173,2,2801.71,1
659,198,1,2384.68,3
660,257,1,2375.04,0
661,191,2,6651.56,1
662,364,1,793.56,4
663,331,2,969.36,2
664,87,1,1744.1,3
665,379,1,272.54,4
666,351,1,6992.46,4
667,143,2,3770.15,1
668,332,1,1928.58,4
669,337,1,5019.03,4
670,236,2,2374.56,2
671,101,2,4382.48,1
672,367,2,3911.8,2
673,316,1,5557.24,0
674,108,1,2357.82,3
675,195,1,1382.14,3
676,165,2,3713.69,1
677,285,1,2994.99,0
678,274,2,3606.4700000000003,2
679,187,2,3810.29,1
680,131,1,2374.48,3
681,409,1,771.48,4
682,126,2,8921.57,1
683,298,1,1926.32,0
684,403,1,3952.08,4
685,122,2,9081.62,1
686,93,2,6088.85,1
687,238,1,4285.24,0
688,186,2,3834.3399999999997,1
689,301,2,6539.81,2
690,255,2,7785.81,2
691,173,2,1774.6999999999998,1
692,139,2,5122.42,1
693,239,2,6054.74,2
694,114,1,2511.21,3
695,312,2,3196.04,2
696,395,1,79.37,4
697,103,2,3707.9,1
698,84,2,10500.32,1
699,431,1,3917.28,4
700,113,2,4664.93,1
701,83,2,7354.740000000001,1
702,197,1,1099.6,3
703,217,1,3481.48,0
704,374,1,3040.7,4
705,90,2,6052.37,1
706,83,1,2405.3,3
707,236,1,826.47,0
708,410,1,201.96,4
709,144,1,2454.62,3
710,120,1,4671.42,3
711,194,2,8243.99,1
712,85,1,1185.15,3
713,416,1,5335.47,4
714,241,2,6352.2,2
715,144,1,1694.48,3
716,288,2,11408.89,2
717,262,1,1542.56,0
718,91,2,3091.13,1
719,378,1,3379.51,4
720,427,1,1657.58,4
721,274,2,3303.84,2
722,106,1,3218.13,3
723,296,2,3981.26,2
724,223,1,709.32,0
725,128,2,3535.71,1
726,308,1,3306.47,0
727,100,1,635.93,3
728,252,1,3186.95,0
729,93,1,2068.5,3
730,162,1,6007.74,3
731,166,1,1091.38,3
732,234,1,710.28,0
733,229,1,1042.56,0
734,285,1,1806.5,0
735,215,1,382.0,0
736,368,1,405.82,4
737,267,2,4386.719999999999,2
738,301,1,561.97,0
739,137,2,8295.92,1
740,171,2,10393.26,1
741,245,1,773.37,0
742,377,1,1429.87,4
743,194,2,10122.39,1
744,266,2,6588.36,2
745,128,1,301.12,3
746,263,2,6217.8,2
747,182,2,13709.61,1
748,176,2,4805.2300000000005,1
749,170,1,7843.5,3
750,430,1,4528.56,4
751,81,2,2708.8199999999997,1
752,321,1,2429.55,0
753,258,2,3006.23,2
754,357,1,7482.3,4
755,162,2,7881.5599999999995,1
756,343,1,4344.93,4
757,203,2,4439.92,1
758,218,1,552.66,0
759,388,1,2010.08,4
760,278,2,1499.5900000000001,2
761,187,2,7654.13,1
762,281,1,3545.57,0
763,418,1,841.14,4
764,90,2,6318.07,1
765,214,1,1046.75,0
766,97,2,5841.18,1
767,229,1,1661.32,0
768,401,1,194.95,4
769,153,1,2301.66,3
770,162,1,1267.42,3
771,225,1,2390.28,0
772,338,2,3343.7700000000004,2
773,274,2,8365.4,2
774,302,2,2892.79,2
775,180,1,2618.1,3
776,122,2,6631.5,1
777,137,1,1565.4,3
778,126,1,3251.98,3
779,109,2,2614.3199999999997,1
780,417,2,5170.530000000001,2
781,368,1,4150.1,4
782,103,1,271.69,3
783,111,1,1544.12,3
784,183,2,5149.4400000000005,1
785,110,1,227.06,3
786,301,2,7123.49,2
787,367,2,1652.15,2
788,397,2,5273.96,2
789,209,2,1882.24,1
790,395,2,11079.23,2
791,162,2,9631.92,1
792,379,2,5441.969999999999,2
793,341,2,7183.35,2
794,211,2,565.62,1
795,275,2,8782.5,2
796,390,1,3280.97,4
797,95,2,6701.95,1
798,408,1,1691.9,4
799,85,2,5094.9,1
800,343,1,2363.69,4
801,87,2,5682.45,1
802,341,1,4522.65,4
803,361,2,8556.32,2
804,116,2,6561.91,1
805,197,1,1506.64,3
806,162,2,3085.2,1
807,129,2,1929.6599999999999,1
808,274,1,2296.56,0
809,359,1,1648.4,4
810,142,1,3030.25,3
811,265,1,2627.31,0
812,242,2,6820.320000000001,2
813,84,2,4486.81,1
814,168,1,1022.31,3
815,278,1,955.84,0
816,109,2,6523.009999999999,1
817,292,2,5458.75,2
818,78,2,4139.05,1
819,386,2,3193.37,2
820,83,2,3632.4700000000003,1
821,405,1,225.27,4
822,427,1,674.31,4
823,178,2,2464.52,1
824,204,2,3980.39,1
825,146,1,7204.5,3
826,120,2,11800.789999999999,1
827,393,1,1139.05,4
828,392,1,9803.6,4
829,274,2,9532.64,2
830,144,2,4338.26,1
831,182,2,9857.06,1
832,234,1,772.3,0
833,170,1,2150.54,3
834,316,2,7723.68,2
835,376,1,144.68,4
836,269,2,5178.92,2
837,204,1,945.52,0
838,233,2,5478.62,2
839,393,2,6595.64,2
840,113,1,7618.86,3
841,252,2,3818.0200000000004,2
842,125,2,7256.26,1
843,176,1,1456.02,3
844,187,2,3951.6800000000003,1
845,96,1,6442.96,3
846,170,1,537.6,3
847,126,1,388.53,3
848,86,2,1029.77,1
849,213,2,4218.24,1
850,221,2,5803.98,2
851,190,2,1350.8,1
852,186,1,2532.48,3
853,87,2,6881.66,1
854,82,2,7548.59,1
855,345,2,10839.36,2
856,193,2,4609.59,1
857,399,1,707.69,4
858,233,1,669.77,0
859,199,2,8971.32,1
860,257,2,3015.52,2
861,358,1,3472.67,4
862,392,1,1033.12,4
863,273,1,4843.85,0
864,246,1,2082.4,0
865,379,1,2344.18,4
866,158,2,4952.9400000000005,1
867,205,1,836.56,0
868,238,2,7198.29,2
869,220,1,2482.74,0
870,441,1,6458.96,4
871,243,1,815.15,0
872,310,2,9853.15,2
873,97,1,3830.64,3
874,187,2,5665.56,1
875,294,2,3296.6600000000003,2
876,100,2,3185.19,1
877,231,1,2345.1,0
878,141,2,9290.07,1
879,262,1,2302.86,0
880,299,2,4635.360000000001,2
881,104,2,10414.92,1
882,304,1,1877.62,0
883,302,2,6835.1,2
884,91,1,886.76,3
885,326,1,5609.64,4
886,157,2,5323.79,1
887,124,2,5255.76,1
888,300,1,2673.65,0
889,168,1,2261.21,3
890,102,1,2410.08,3
891,199,2,5310.68,1
892,214,2,6474.879999999999,1
893,121,2,7752.59,1
894,254,1,7625.7,0
895,257,1,770.7,0
896,382,1,1534.42,4
897,221,2,7499.280000000001,2
898,155,2,1913.75,1
899,203,2,9486.880000000001,1
900,421,1,4013.01,4
901,262,2,13794.52,2
902,396,1,3646.8,4
903,346,1,2469.15,4
904,104,1,101.41,3
905,398,1,2155.27,4
906,210,2,5364.83,1
907,171,2,5373.07,1
908,163,2,3467.1499999999996,1
909,439,1,299.72,4
910,203,2,9311.44,1
911,149,2,5223.24,1
912,172,1,3143.43,3
913,114,2,11405.529999999999,1
914,95,2,1221.56,1
915,277,2,3935.0,2
916,238,2,3250.58,2
917,214,1,4147.89,0
918,168,2,2529.98,1
919,194,1,4997.7,3
920,85,1,1985.1,3
921,202,2,5249.99,1
922,401,1,693.8,4
923,77,2,6058.7300000000005,1
924,333,2,4629.26,2
925,250,1,1827.91,0
926,237,2,3399.44,2
927,81,2,2611.07,1
928,221,2,6567.46,2
929,367,1,625.64,4
930,106,1,699.16,3
931,129,2,6523.3099999999995,1
932,145,2,11052.6,1
933,159,1,4259.1,3
934,370,2,5652.79,2
935,112,1,648.82,3
936,435,1,2713.63,4
937,267,2,14458.529999999999,2
938,440,1,1729.44,4
939,222,2,6569.55,2
940,105,2,1626.52,1
941,333,1,477.31,4
942,192,2,2197.06,1
943,348,1,4523.46,4
944,129,1,931.68,3
945,211,2,2259.41,1
946,97,2,6325.110000000001,1
947,316,1,790.14,0
948,114,1,2564.36,3
949,197,1,3719.76,3
950,267,1,1802.85,0
951,298,2,2080.47,2
952,121,2,3967.84,1
953,80,2,1176.14,1
954,84,2,6006.18,1
955,142,2,3806.0600000000004,1
956,86,1,558.69,3
957,255,2,4666.75,2
958,271,2,5470.62,2
959,316,1,4093.95,0
960,250,1,7855.56,0
961,414,1,1568.82,4
962,109,2,6949.99,1
963,112,1,3733.1,3
964,138,2,2456.36,1
965,228,2,6104.66,2
966,156,1,523.27,3
967,232,2,8873.130000000001,2
968,296,2,6712.9800000000005,2
969,299,1,5870.9,0
970,232,1,1652.85,0
971,368,1,1905.54,4
972,148,2,5193.610000000001,1
973,89,1,1468.4,3
974,274,1,5908.03,0
975,239,1,388.08,0
976,322,1,7129.04,0
977,231,1,397.26,0
978,240,2,7372.33,2
979,165,2,8193.66,1
980,171,2,6756.68,1
981,187,2,739.4000000000001,1
982,271,2,3744.3799999999997,2
983,364,2,9536.84,2
984,108,1,1568.7,3
985,167,2,7290.84,1
986,88,2,7807.120000000001,1
987,253,2,7845.599999999999,2
988,282,2,6005.52,2
989,124,2,2833.42,1
990,198,2,7430.46,1
991,234,2,5980.3099999999995,2
992,423,1,2613.77,4
993,101,2,13563.96,1
994,211,1,3445.86,0
995,269,1,241.51,0
996,417,1,3636.8,4
997,147,1,3978.4,3
998,108,2,1761.24,1
999,87,2,3203.25,1
1000,90,1,1580.12,3
1001,296,2,5682.639999999999,2
1002,152,2,3160.82,1
1003,180,1,1884.2,3
1004,120,2,6584.21,1
1005,165,2,4157.36,1
1006,174,2,3704.03,1
1007,124,2,7166.849999999999,1
1008,328,1,3297.44,4
1009,152,1,1406.04,3
1010,204,2,13525.54,1
1011,87,2,772.81,1
1012,233,1,330.15,0
1013,226,1,5626.42,0
1014,169,2,2319.9599999999996,1
1015,231,2,3921.71,2
1016,271,1,813.42,0
1017,369,1,868.38,4
1018,281,2,3796.84,2
1019,117,2,1772.28,1
1020,316,2,2539.17,2
1021,282,1,839.07,0
1022,237,1,2531.75,0
1023,88,1,3206.37,3
1024,98,2,10947.16,1
1025,279,2,5966.139999999999,2
1026,129,2,2911.2,1
1027,156,2,13505.720000000001,1
1028,264,1,4657.56,0
1029,387,1,119.67,4
1030,320,1,3272.88,0
1031,102,2,948.06,1
1032,204,1,3220.01,0
1033,136,2,5859.16,1
1034,190,2,4200.3,1
1035,97,1,2983.44,3
1036,424,1,3288.7,4
1037,283,2,5330.16,2
1038,223,2,5543.46,2
1039,82,1,1851.45,3
1040,122,2,5789.110000000001,1
1041,370,2,2360.37,2
1042,144,2,1278.51,1
1043,142,2,9079.01,1
1044,385,1,883.61,4
1045,411,1,8239.2,4
1046,376,1,786.48,4
1047,230,1,793.91,0
1048,225,2,6600.02,2
